index,Слово,Часть речи,Род,Число,Падеж,Ударение
179,выщелачивание,сущ,ср,ед,0,6
180,разворачивание,сущ,ср,ед,0,7
181,нагнетанье,сущ,ср,ед,0,2
182,стенанье,сущ,ср,ед,0,3
183,укрывательство,сущ,ср,ед,0,6
184,песнопение,сущ,ср,ед,0,7
185,земледелие,сущ,ср,ед,0,7
186,судостроение,сущ,ср,ед,0,9
187,своеобразье,сущ,ср,ед,0,3
188,дарованье,сущ,ср,ед,0,6
189,ассигнование,сущ,ср,ед,0,9
190,подтопление,сущ,ср,ед,0,2
191,заклятие,сущ,ср,ед,0,5
192,волненье,сущ,ср,ед,0,5
193,искупление,сущ,ср,ед,0,7
194,совершеннолетье,сущ,ср,ед,0,2
195,иглоукалыванье,сущ,ср,ед,0,1
196,соитие,сущ,ср,ед,0,3
197,окочененье,сущ,ср,ед,0,1
198,покашливанье,сущ,ср,ед,0,2
199,безрыбье,сущ,ср,ед,0,5
200,богочеловечество,сущ,ср,ед,0,10
201,кредо,сущ,ср,ед,0,3
202,преддверье,сущ,ср,ед,0,3
203,питанье,сущ,ср,ед,0,2
204,перетягиванье,сущ,ср,ед,0,2
205,порно,сущ,ср,ед,0,2
206,комбинированье,сущ,ср,ед,0,2
207,мановенье,сущ,ср,ед,0,2
208,обрушенье,сущ,ср,ед,0,1
209,информирование,сущ,ср,ед,0,1
210,внуково,сущ,ср,ед,0,3
211,трудоустройство,сущ,ср,ед,0,10
212,бесплодие,сущ,ср,ед,0,6
213,ценообразование,сущ,ср,ед,0,12
214,вступленье,сущ,ср,ед,0,4
215,мясцо,сущ,ср,ед,0,5
216,логово,сущ,ср,ед,0,2
217,испытанье,сущ,ср,ед,0,1
218,пту,сущ,ср,ед,0,
219,администрирование,сущ,ср,ед,0,10
220,глушение,сущ,ср,ед,0,5
221,урочище,сущ,ср,ед,0,3
222,сжатие,сущ,ср,ед,0,3
223,кровосмешение,сущ,ср,ед,0,10
224,упорство,сущ,ср,ед,0,3
225,коленце,сущ,ср,ед,0,4
226,миропомазание,сущ,ср,ед,0,8
227,причастье,сущ,ср,ед,0,3
228,наследованье,сущ,ср,ед,0,2
229,здравомыслие,сущ,ср,ед,0,8
230,величие,сущ,ср,ед,0,4
231,перевоплощенье,сущ,ср,ед,0,2
232,поллитра,сущ,ср,ед,0,2
233,предоставление,сущ,ср,ед,0,11
234,растенье,сущ,ср,ед,0,5
235,онеменье,сущ,ср,ед,0,1
236,корытце,сущ,ср,ед,0,4
237,обретенье,сущ,ср,ед,0,1
238,волеизъявление,сущ,ср,ед,0,11
239,озарение,сущ,ср,ед,0,5
240,кораблестроение,сущ,ср,ед,0,12
241,одеяло,сущ,ср,ед,0,4
242,расслоение,сущ,ср,ед,0,7
243,опрыскивание,сущ,ср,ед,0,4
244,следованье,сущ,ср,ед,0,3
245,отправленье,сущ,ср,ед,0,1
246,наречье,сущ,ср,ед,0,2
247,трюмо,сущ,ср,ед,0,3
248,животноводство,сущ,ср,ед,0,9
249,образование,сущ,ср,ед,0,8
250,созвездие,сущ,ср,ед,0,5
251,жилище,сущ,ср,ед,0,4
252,внушенье,сущ,ср,ед,0,3
253,предсказанье,сущ,ср,ед,0,3
254,поминовенье,сущ,ср,ед,0,2
255,приветствие,сущ,ср,ед,0,5
256,придумыванье,сущ,ср,ед,0,3
257,вознагражденье,сущ,ср,ед,0,2
258,горнило,сущ,ср,ед,0,5
259,пересечение,сущ,ср,ед,0,8
260,человеколюбье,сущ,ср,ед,0,2
261,промерзание,сущ,ср,ед,0,8
262,угрызение,сущ,ср,ед,0,1
263,лицензирование,сущ,ср,ед,0,7
264,шмотьё,сущ,ср,ед,0,3
265,купе,сущ,ср,ед,0,4
266,мельтешение,сущ,ср,ед,0,8
267,рао,сущ,ср,ед,0,2
268,подпространство,сущ,ср,ед,0,2
269,складированье,сущ,ср,ед,0,4
270,голенище,сущ,ср,ед,0,6
271,гудение,сущ,ср,ед,0,4
272,мкс,сущ,ср,ед,0,-1
273,любованье,сущ,ср,ед,0,2
274,освещение,сущ,ср,ед,0,6
275,наказание,сущ,ср,ед,0,6
276,исподнее,сущ,ср,ед,0,4
277,кровоснабжение,сущ,ср,ед,0,11
278,излученье,сущ,ср,ед,0,1
279,удлинение,сущ,ср,ед,0,6
280,сельцо,сущ,ср,ед,0,6
281,язычество,сущ,ср,ед,0,3
282,разъясненье,сущ,ср,ед,0,8
283,открывание,сущ,ср,ед,0,7
284,зрение,сущ,ср,ед,0,3
285,рассеиванье,сущ,ср,ед,0,2
286,налаживание,сущ,ср,ед,0,4
287,чаепитье,сущ,ср,ед,0,2
288,отклоненье,сущ,ср,ед,0,1
289,мерило,сущ,ср,ед,0,4
290,энергообеспечение,сущ,ср,ед,0,1
291,саморазрушенье,сущ,ср,ед,0,2
292,вероисповедание,сущ,ср,ед,0,10
293,проведение,сущ,ср,ед,0,7
294,присужденье,сущ,ср,ед,0,3
295,злоупотребленье,сущ,ср,ед,0,3
296,поколенье,сущ,ср,ед,0,6
297,раболепие,сущ,ср,ед,0,6
298,тщание,сущ,ср,ед,0,3
299,выявление,сущ,ср,ед,0,6
300,сочленение,сущ,ср,ед,0,2
301,расхищенье,сущ,ср,ед,0,2
302,обледененье,сущ,ср,ед,0,1
303,понятие,сущ,ср,ед,0,4
304,домостроение,сущ,ср,ед,0,9
305,рецензированье,сущ,ср,ед,0,2
306,изделие,сущ,ср,ед,0,4
307,документирование,сущ,ср,ед,0,9
308,обличие,сущ,ср,ед,0,4
309,перепроизводство,сущ,ср,ед,0,11
310,мясо,сущ,ср,ед,0,2
311,перееданье,сущ,ср,ед,0,2
312,отпущенье,сущ,ср,ед,0,1
313,бунгало,сущ,ср,ед,0,2
314,прикрытие,сущ,ср,ед,0,6
315,наполненье,сущ,ср,ед,0,2
316,оформленье,сущ,ср,ед,0,1
317,стимулирование,сущ,ср,ед,0,3
318,безобразие,сущ,ср,ед,0,7
319,возвеличиванье,сущ,ср,ед,0,2
320,купание,сущ,ср,ед,0,4
321,письмишко,сущ,ср,ед,0,6
322,вознесение,сущ,ср,ед,0,7
323,различенье,сущ,ср,ед,0,2
324,достоинство,сущ,ср,ед,0,5
325,реагирование,сущ,ср,ед,0,5
326,деланье,сущ,ср,ед,0,2
327,корыстолюбье,сущ,ср,ед,0,2
328,составление,сущ,ср,ед,0,8
329,порученье,сущ,ср,ед,0,2
330,ржанье,сущ,ср,ед,0,3
331,сито,сущ,ср,ед,0,2
332,жкх,сущ,ср,ед,0,-1
333,переоформление,сущ,ср,ед,0,2
334,выраженье,сущ,ср,ед,0,6
335,сопряженье,сущ,ср,ед,0,2
336,предвкушенье,сущ,ср,ед,0,9
337,изящество,сущ,ср,ед,0,3
338,неблагополучье,сущ,ср,ед,0,2
339,председательство,сущ,ср,ед,0,8
340,обезвреживанье,сущ,ср,ед,0,1
341,третье,сущ,ср,ед,0,3
342,самоуправство,сущ,ср,ед,0,2
343,покашливание,сущ,ср,ед,0,4
344,разбиение,сущ,ср,ед,0,6
345,просторечие,сущ,ср,ед,0,8
346,уподобленье,сущ,ср,ед,0,1
347,ускорение,сущ,ср,ед,0,6
348,высвобождение,сущ,ср,ед,0,10
349,контрнаступленье,сущ,ср,ед,0,2
350,удушье,сущ,ср,ед,0,3
351,отчаянье,сущ,ср,ед,0,4
352,венчанье,сущ,ср,ед,0,2
353,сведение,сущ,ср,ед,0,3
354,зубило,сущ,ср,ед,0,4
355,осредненье,сущ,ср,ед,0,1
356,чп,сущ,ср,ед,0,-1
357,удушение,сущ,ср,ед,0,5
358,изыскание,сущ,ср,ед,0,6
359,зазнайство,сущ,ср,ед,0,5
360,воскресенье,сущ,ср,ед,0,8
361,пособничество,сущ,ср,ед,0,4
362,вознесенье,сущ,ср,ед,0,7
363,вмешательство,сущ,ср,ед,0,5
364,книгоизданье,сущ,ср,ед,0,3
365,увлажнение,сущ,ср,ед,0,7
366,законодательство,сущ,ср,ед,0,8
367,оцепление,сущ,ср,ед,0,6
368,посланье,сущ,ср,ед,0,5
369,полвека,сущ,ср,ед,0,5
370,избиенье,сущ,ср,ед,0,1
371,растеньице,сущ,ср,ед,0,5
372,программированье,сущ,ср,ед,0,3
373,пожеланье,сущ,ср,ед,0,6
374,число,сущ,ср,ед,0,5
375,биение,сущ,ср,ед,0,3
376,игрище,сущ,ср,ед,0,1
377,торжество,сущ,ср,ед,0,9
378,донесенье,сущ,ср,ед,0,2
379,растворение,сущ,ср,ед,0,8
380,исцеленье,сущ,ср,ед,0,6
381,месторасположение,сущ,ср,ед,0,2
382,исправление,сущ,ср,ед,0,8
383,солнце,сущ,ср,ед,0,2
384,потребление,сущ,ср,ед,0,8
385,самоуничижение,сущ,ср,ед,0,11
386,хулиганьё,сущ,ср,ед,0,9
387,рассогласование,сущ,ср,ед,0,2
388,многообразие,сущ,ср,ед,0,9
389,драже,сущ,ср,ед,0,5
390,партсобранье,сущ,ср,ед,0,2
391,сочлененье,сущ,ср,ед,0,2
392,покраснение,сущ,ср,ед,0,8
393,размышленье,сущ,ср,ед,0,2
394,дознание,сущ,ср,ед,0,5
395,полосканье,сущ,ср,ед,0,7
396,распоряжение,сущ,ср,ед,0,9
397,рено,сущ,ср,ед,0,2
398,простонародье,сущ,ср,ед,0,3
399,дублированье,сущ,ср,ед,0,2
400,убежище,сущ,ср,ед,0,3
401,предписание,сущ,ср,ед,0,8
402,ясновиденье,сущ,ср,ед,0,1
403,прорастанье,сущ,ср,ед,0,3
404,нагруженье,сущ,ср,ед,0,2
405,влеченье,сущ,ср,ед,0,5
406,пикетированье,сущ,ср,ед,0,2
407,потрескивание,сущ,ср,ед,0,5
408,пыхтение,сущ,ср,ед,0,5
409,колено,сущ,ср,ед,0,4
410,зачисление,сущ,ср,ед,0,7
411,одобрение,сущ,ср,ед,0,6
412,философствованье,сущ,ср,ед,0,2
413,профтехучилище,сущ,ср,ед,0,10
414,усыхание,сущ,ср,ед,0,1
415,формулированье,сущ,ср,ед,0,2
416,притворство,сущ,ср,ед,0,6
417,охранение,сущ,ср,ед,0,1
418,зависанье,сущ,ср,ед,0,2
419,изысканье,сущ,ср,ед,0,1
420,полушарие,сущ,ср,ед,0,6
421,назначение,сущ,ср,ед,0,7
422,управленье,сущ,ср,ед,0,1
423,приведение,сущ,ср,ед,0,7
424,диссидентство,сущ,ср,ед,0,2
425,аббатство,сущ,ср,ед,0,4
426,раскаяние,сущ,ср,ед,0,5
427,воспоминанье,сущ,ср,ед,0,9
428,удобство,сущ,ср,ед,0,3
429,авторадио,сущ,ср,ед,0,6
430,раздевание,сущ,ср,ед,0,7
431,непредоставление,сущ,ср,ед,0,2
432,недовольство,сущ,ср,ед,0,6
433,телосложенье,сущ,ср,ед,0,2
434,продвижение,сущ,ср,ед,0,8
435,удержанье,сущ,ср,ед,0,1
436,исчисление,сущ,ср,ед,0,7
437,перерождение,сущ,ср,ед,0,9
438,мусульманство,сущ,ср,ед,0,2
439,качество,сущ,ср,ед,0,2
440,возвращение,сущ,ср,ед,0,8
441,спокойствие,сущ,ср,ед,0,5
442,наращивание,сущ,ср,ед,0,4
443,парадное,сущ,ср,ед,0,4
444,благородье,сущ,ср,ед,0,3
445,самообразование,сущ,ср,ед,0,12
446,закругление,сущ,ср,ед,0,2
447,буйство,сущ,ср,ед,0,2
448,существительное,сущ,ср,ед,0,8
449,дарение,сущ,ср,ед,0,4
450,спецсредство,сущ,ср,ед,0,3
451,блюдце,сущ,ср,ед,0,3
452,упоенье,сущ,ср,ед,0,4
453,святотатство,сущ,ср,ед,0,7
454,олицетворение,сущ,ср,ед,0,10
455,куренье,сущ,ср,ед,0,2
456,семеноводство,сущ,ср,ед,0,8
457,покрывало,сущ,ср,ед,0,7
458,мракобесие,сущ,ср,ед,0,3
459,выделение,сущ,ср,ед,0,6
460,помешательство,сущ,ср,ед,0,2
461,злоключенье,сущ,ср,ед,0,3
462,туловище,сущ,ср,ед,0,2
463,чело,сущ,ср,ед,0,2
464,созреванье,сущ,ср,ед,0,2
465,поучение,сущ,ср,ед,0,5
466,варьирование,сущ,ср,ед,0,5
467,покрасненье,сущ,ср,ед,0,2
468,испражнение,сущ,ср,ед,0,8
469,натяжение,сущ,ср,ед,0,6
470,глотанье,сущ,ср,ед,0,3
471,сложенье,сущ,ср,ед,0,3
472,дерзание,сущ,ср,ед,0,2
473,воплощение,сущ,ср,ед,0,7
474,свершенье,сущ,ср,ед,0,3
475,обезболиванье,сущ,ср,ед,0,1
476,страхование,сущ,ср,ед,0,8
477,оглавленье,сущ,ср,ед,0,1
478,бормотание,сущ,ср,ед,0,7
479,обжалование,сущ,ср,ед,0,1
480,прочтенье,сущ,ср,ед,0,3
481,мироощущение,сущ,ср,ед,0,9
482,озорство,сущ,ср,ед,0,1
483,правонарушенье,сущ,ср,ед,0,3
484,комплектованье,сущ,ср,ед,0,2
485,прошествие,сущ,ср,ед,0,5
486,прохожденье,сущ,ср,ед,0,3
487,нарекание,сущ,ср,ед,0,6
488,общежитие,сущ,ср,ед,0,6
489,безобразье,сущ,ср,ед,0,2
490,обалденье,сущ,ср,ед,0,1
491,обледенение,сущ,ср,ед,0,8
492,благодеянье,сущ,ср,ед,0,3
493,нарастанье,сущ,ср,ед,0,2
494,донорство,сущ,ср,ед,0,2
495,слово,сущ,ср,ед,0,3
496,полкилометра,сущ,ср,ед,0,9
497,стимулированье,сущ,ср,ед,0,3
498,невезение,сущ,ср,ед,0,6
499,сочиненье,сущ,ср,ед,0,6
500,шатанье,сущ,ср,ед,0,2
501,обоняние,сущ,ср,ед,0,5
502,красноречие,сущ,ср,ед,0,8
503,междометье,сущ,ср,ед,0,2
504,заблуждение,сущ,ср,ед,0,8
505,функционированье,сущ,ср,ед,0,2
506,преемство,сущ,ср,ед,0,4
507,волокно,сущ,ср,ед,0,7
508,ругательство,сущ,ср,ед,0,4
509,заводоуправление,сущ,ср,ед,0,2
510,безбожие,сущ,ср,ед,0,5
511,ответвление,сущ,ср,ед,0,8
512,телодвиженье,сущ,ср,ед,0,2
513,выращиванье,сущ,ср,ед,0,2
514,злословие,сущ,ср,ед,0,6
515,принуждение,сущ,ср,ед,0,8
516,непризнание,сущ,ср,ед,0,2
517,госпредприятье,сущ,ср,ед,0,2
518,субсидирование,сущ,ср,ед,0,7
